day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
27.881944444,27.500000000,54.477709769,40.452298004,23.718770977,46.893160593,17.157644563,68.085175323
28.008680556,27.625000000,54.514439717,40.432485800,23.826775098,46.930812048,17.177864717,68.004092008
28.135416667,27.750000000,54.551240212,40.412463281,23.934810993,46.968525266,17.197883740,67.930362896
28.262152778,27.875000000,54.588110923,40.392229744,24.042878977,47.006300144,17.217706956,67.857284164
28.388888889,28.000000000,54.625051523,40.371784608,24.150978706,47.044136350,17.237334894,67.784850188
28.515625000,28.125000000,54.662061686,40.351127296,24.259109831,47.082033557,17.256768080,67.713055399
28.642361111,28.250000000,54.699141082,40.330257230,24.367271998,47.119991435,17.276007043,67.641894281
28.769097222,28.375000000,54.736289386,40.309173832,24.475464851,47.158009656,17.295052308,67.571361370
28.895833333,28.500000000,54.773506270,40.287876528,24.583688030,47.196087892,17.313904402,67.501451251
29.022569444,28.625000000,54.810791406,40.266364745,24.691941157,47.234225810,17.332563760,67.431518976
29.149305556,28.750000000,54.848144465,40.244638007,24.800223362,47.272422903,17.351027248,67.359264798
29.276041667,28.875000000,54.885565106,40.222695788,24.908534008,47.310678741,17.369293490,67.287647610
29.402777778,29.000000000,54.923052990,40.200537508,25.016872717,47.348992983,17.387363030,67.216661789
29.529513889,29.125000000,54.960607776,40.178162589,25.125239106,47.387365291,17.405236409,67.146301766
29.656250000,29.250000000,54.998229125,40.155570455,25.233632789,47.425795326,17.422914168,67.076562027
29.782986111,29.375000000,55.035916695,40.132760530,25.342053374,47.464282750,17.440396847,67.007437110
29.909722222,29.500000000,55.073670146,40.109732239,25.450500469,47.502827225,17.457684987,66.938921605
30.036458333,29.625000000,55.111489139,40.086484994,25.558973746,47.541428440,17.474779653,66.873280983
30.163194444,29.750000000,55.149373343,40.063017965,25.667474034,47.580086504,17.491690359,66.813821219
30.289930556,29.875000000,55.187322446,40.039330503,25.776001374,47.618801265,17.508420838,66.754892080
30.416666667,30.000000000,55.225336137,40.015422054,25.884555364,47.657572416,17.524971586,66.696489195
30.543402778,30.125000000,55.263414105,39.991292067,25.993135598,47.696399648,17.541343095,66.638608233
30.670138889,30.250000000,55.301556038,39.966939992,26.101741664,47.735282656,17.557535859,66.581244902
30.796875000,30.375000000,55.339761627,39.942365279,26.210373151,47.774221132,17.573550371,66.524394947
30.923611111,30.500000000,55.378030561,39.917567379,26.319029640,47.813214770,17.589387121,66.468054151
31.050347222,30.625000000,55.416362527,39.892545765,26.427710633,47.852263237,17.605046041,66.410507207
31.177083333,30.750000000,55.454757209,39.867300050,26.536414991,47.891365963,17.620522380,66.350888015
31.303819444,30.875000000,55.493214280,39.841829722,26.645142105,47.930522565,17.635815360,66.291798286
31.430555556,31.000000000,55.531733413,39.816134228,26.753891539,47.969732721,17.650925493,66.233233521
31.557291667,31.125000000,55.570314279,39.790213018,26.862662853,48.008996110,17.665853289,66.175189265
31.684027778,31.250000000,55.608956552,39.764065541,26.971455604,48.048312413,17.680599258,66.117661102
31.810763889,31.375000000,55.647659905,39.737691249,27.080269344,48.087681307,17.695163911,66.060644657
