day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
18.883680556,18.625000000,91.198277259,79.260108312,25.561812834,83.280075919,7.833838863,74.582770956
19.010416667,18.750000000,91.170855221,79.180015376,25.722202153,83.253267315,7.863105519,74.585636241
19.137152778,18.875000000,91.143337996,79.099509103,25.882339162,83.226364939,7.892329741,74.589305323
19.263888889,19.000000000,91.115725813,79.018590423,26.042222794,83.199368991,7.921510725,74.592889262
19.390625000,19.125000000,91.088018902,78.937260323,26.201851881,83.172279693,7.950648510,74.596388266
19.517361111,19.250000000,91.060217491,78.855519794,26.361225260,83.145097264,7.979743132,74.599802545
19.644097222,19.375000000,91.032321811,78.773369829,26.520341771,83.117821927,8.008794630,74.603132309
19.770833333,19.500000000,91.004332091,78.690811425,26.679200261,83.090453900,8.037803041,74.606377768
19.897569444,19.625000000,90.976248560,78.607845582,26.837799578,83.062993404,8.066768400,74.609539132
20.024305556,19.750000000,90.948071449,78.524473301,26.996138584,83.035440660,8.095690686,74.612914762
20.151041667,19.875000000,90.919800989,78.440695452,27.154216395,83.007795845,8.124567833,74.617464234
20.277777778,20.000000000,90.891437421,78.356512983,27.312032007,82.980059166,8.153398826,74.621931989
20.404513889,20.125000000,90.862980986,78.271926915,27.469584288,82.952230856,8.182183699,74.626318253
20.531250000,20.250000000,90.834431924,78.186938271,27.626872111,82.924311144,8.210922483,74.630623252
20.657986111,20.375000000,90.805790476,78.101548076,27.783894353,82.896300264,8.239615209,74.634847213
20.784722222,20.500000000,90.777056884,78.015757361,27.940649898,82.868198444,8.268261908,74.638990364
20.911458333,20.625000000,90.748231387,77.929567158,28.097137631,82.840005918,8.296862611,74.643052933
21.038194444,20.750000000,90.719314228,77.842978507,28.253356432,82.811722917,8.325417434,74.646761209
21.164930556,20.875000000,90.690305644,77.755992536,28.409305034,82.783349701,8.353927734,74.649753647
21.291666667,21.000000000,90.661205869,77.668610313,28.564982279,82.754886505,8.382393998,74.652665154
21.418402778,21.125000000,90.632015140,77.580832877,28.720387069,82.726333554,8.410816258,74.655495953
21.545138889,21.250000000,90.602733689,77.492661273,28.875518312,82.697691074,8.439194542,74.658246266
21.671875000,21.375000000,90.573361750,77.404096545,29.030374917,82.668959288,8.467528881,74.660916314
21.798611111,21.500000000,90.543899559,77.315139744,29.184955801,82.640138424,8.495819304,74.663506322
21.925347222,21.625000000,90.514347350,77.225791921,29.339259883,82.611228706,8.524065839,74.666016513
22.052083333,21.750000000,90.484705356,77.136054112,29.493286118,82.582230353,8.552268262,74.669047498
22.178819444,21.875000000,90.454973817,77.045927223,29.647033703,82.553143545,8.580424376,74.672860854
22.305555556,22.000000000,90.425152977,76.955412284,29.800501637,82.523968504,8.608533686,74.676596753
22.432291667,22.125000000,90.395243081,76.864510364,29.953688860,82.494705466,8.636596215,74.680255433
22.559027778,22.250000000,90.365244374,76.773222537,30.106594316,82.465354665,8.664611989,74.683837134
22.685763889,22.375000000,90.335157100,76.681549878,30.259216954,82.435916338,8.692581031,74.687342096
22.812500000,22.500000000,90.304981506,76.589493466,30.411555728,82.406390718,8.720503363,74.690770559
22.939236111,22.625000000,90.274717834,76.497054382,30.563609595,82.376778042,8.748379009,74.694122764
23.065972222,22.750000000,90.244366331,76.404233692,30.715377546,82.347078539,8.776207755,74.697839679
23.192708333,22.875000000,90.213927244,76.311032391,30.866858703,82.317292416,8.803988326,74.701887532
23.319444444,23.000000000,90.183400824,76.217451557,31.018052063,82.287419911,8.831720541,74.705860886
23.446180556,23.125000000,90.152787322,76.123492285,31.168956604,82.257461263,8.859404420,74.709759991
23.572916667,23.250000000,90.122086989,76.029155675,31.319571307,82.227416715,8.887039982,74.713585099
23.699652778,23.375000000,90.091300076,75.934442827,31.469895160,82.197286506,8.914627245,74.717336463
23.826388889,23.500000000,90.060426834,75.839354845,31.619927155,82.167070878,8.942166226,74.721014334
23.953125000,23.625000000,90.029467514,75.743892835,31.769666286,82.136770071,8.969656944,74.724618966
24.079861111,23.750000000,89.998422366,75.648057921,31.919111530,82.106384332,8.997099623,74.727827642
24.206597222,23.875000000,89.967291639,75.551851271,32.068261801,82.075913918,9.024495047,74.730773506
24.333333333,24.000000000,89.936075581,75.455274001,32.217116101,82.045359067,9.051843303,74.733646261
24.460069444,24.125000000,89.904774439,75.358327226,32.365673442,82.014720018,9.079144408,74.736446157
24.586805556,24.250000000,89.873388460,75.261012062,32.513932842,81.983997009,9.106398379,74.739173447
24.713541667,24.375000000,89.841917891,75.163329628,32.661893324,81.953190276,9.133605231,74.741828380
24.840277778,24.500000000,89.810362979,75.065281046,32.809553915,81.922300057,9.160764979,74.744411209
24.967013889,24.625000000,89.778723973,74.966867439,32.956913647,81.891326590,9.187877639,74.746922185
25.093750000,24.750000000,89.747001119,74.868089860,33.103971666,81.860270091,9.214942277,74.750621343
25.220486111,24.875000000,89.715194674,74.768949256,33.250727294,81.829130745,9.241956505,74.754694281
25.347222222,25.000000000,89.683304896,74.669446758,33.397179594,81.797908799,9.268920217,74.758698292
25.473958333,25.125000000,89.651332046,74.569583505,33.543327619,81.766604503,9.295833423,74.762633648
25.600694444,25.250000000,89.619276382,74.469360642,33.689170427,81.735218104,9.322696131,74.766500623
25.727430556,25.375000000,89.587138164,74.368779313,33.834707083,81.703749852,9.349508351,74.770299489
25.854166667,25.500000000,89.554917651,74.267840666,33.979936653,81.672199996,9.376270090,74.774030521
25.980902778,25.625000000,89.522615103,74.166545851,34.124858212,81.640568785,9.402981355,74.777693992
26.107638889,25.750000000,89.490230778,74.064896088,34.269470740,81.608856488,9.429642988,74.780323311
